AAPL.Close,AXP.Close,BA.Close,CAT.Close,CSCO.Close,CVX.Close,DIS.Close,GE.Close,GS.Close,HD.Close,IBM.Close,INTC.Close,JNJ.Close,JPM.Close,KO.Close,MCD.Close,MMM.Close,MRK.Close,MSFT.Close,NKE.Close,PFE.Close,PG.Close,TRV.Close,UNH.Close,UTX.Close,V.Close,VZ.Close,WMT.Close,XOM.Close,DWDP.Close
0.0105763145 ,-0.0057723552 ,-0.0001118391 ,0.0163291964 ,0.0035170869 ,0.0141579358 ,-0.0039176833 ,0.0074474947 ,-0.0037946149 ,0.0053682589 ,0.0005121614 ,-0.0022740762 ,0.0150334825 ,0.0024041197 ,0.0035739337 ,0.0006259311 ,0.0045709819 ,0.0077881624 ,0.0052786210 ,0.0066340958 ,0.0119812971 ,0.0043956264 ,0.0030174114 ,0.0160889686 ,0.0111776802 ,0.0041317140 ,0.0158022282 ,-0.0019796238 ,0.0124707004 ,0.0119347048 
0.0016374412 ,0.0068155242 ,-0.0029097699 ,-0.0054627570 ,-0.0002921145 ,-0.0093680752 ,-0.0014302672 ,-0.0003360215 ,0.0058351649 ,0.0052720447 ,0.0081338207 ,0.0011396297 ,-0.0038771710 ,-0.0009811839 ,0.0030864436 ,0.0007820300 ,-0.0046548066 ,-0.0080370483 ,-0.0016988571 ,-0.0010406174 ,-0.0057753680 ,0.0004376368 ,-0.0020326856 ,-0.0027942485 ,-0.0065440926 ,0.0013345530 ,-0.0019943758 ,-0.0019835647 ,0.0008536585 ,-0.0090006360 
-0.0049754566 ,-0.0065187040 ,0.0107189179 ,0.0006462682 ,0.0000000000 ,-0.0016688392 ,0.0004476144 ,0.0043697143 ,-0.0172427644 ,0.0058495934 ,-0.0089709487 ,0.0036995163 ,-0.0031138796 ,-0.0104757640 ,-0.0052071243 ,0.0051570244 ,0.0107719144 ,-0.0043626987 ,0.0035582303 ,0.0034722397 ,-0.0031948882 ,-0.0048119203 ,0.0032589295 ,-0.0093403734 ,0.0098807285 ,0.0022212017 ,0.0069943644 ,-0.0078081060 ,-0.0008529304 ,0.0026620419 
0.0105007640 ,-0.0050473438 ,-0.0039422930 ,0.0268001065 ,0.0014606778 ,-0.0001856984 ,0.0085003309 ,-0.0046853750 ,-0.0073788759 ,-0.0120321051 ,0.0002846741 ,0.0045364332 ,0.0000781587 ,-0.0071680745 ,0.0035689032 ,0.0010883085 ,0.0033790497 ,0.0032863692 ,0.0009248805 ,0.0152249311 ,0.0017482809 ,0.0024175934 ,-0.0063342375 ,-0.0100176608 ,0.0005289114 ,-0.0117464320 ,-0.0029767216 ,0.0012877951 ,0.0000000000 ,0.0073403250 
-0.0114520778 ,-0.0167406345 ,-0.0191203078 ,-0.0311320958 ,-0.0116685534 ,0.0035296023 ,-0.0085174253 ,-0.0117686954 ,-0.0377467541 ,-0.0080514342 ,-0.0103585204 ,-0.0110075924 ,-0.0064028028 ,-0.0293235591 ,0.0075865339 ,-0.0020189082 ,-0.0045592976 ,-0.0031196537 ,-0.0110888803 ,-0.0114178937 ,-0.0037812972 ,-0.0003288643 ,-0.0054756374 ,-0.0017857321 ,-0.0118932074 ,-0.0125588921 ,-0.0015923964 ,-0.0011431980 ,-0.0020731463 ,-0.0220154729 
0.0112986416 ,0.0018057397 ,0.0057967092 ,0.0000000000 ,0.0064934178 ,0.0032395224 ,0.0029530380 ,0.0047635932 ,-0.0082832318 ,0.0051156128 ,0.0051759488 ,0.0094177509 ,-0.0077799450 ,0.0016020140 ,-0.0028235059 ,0.0045129317 ,0.0004684120 ,-0.0064152715 ,0.0127705967 ,-0.0705050878 ,0.0064233869 ,-0.0021932668 ,0.0027939600 ,-0.0039952177 ,-0.0020506775 ,0.0052236999 ,-0.0089713118 ,0.0050071243 ,-0.0008554320 ,-0.0045973524 
-0.0035355679 ,0.0021887216 ,0.0015820941 ,-0.0021637672 ,-0.0041055428 ,-0.0047974537 ,0.0014275160 ,0.0030477479 ,0.0035919287 ,0.0042752714 ,0.0002289049 ,-0.0028272265 ,-0.0028512593 ,-0.0015994516 ,-0.0049552382 ,-0.0007746398 ,-0.0004162002 ,-0.0034645827 ,-0.0024603414 ,0.0268917109 ,-0.0052219320 ,-0.0024178592 ,-0.0060640663 ,-0.0104173263 ,-0.0008041097 ,0.0038409852 ,-0.0014081674 ,-0.0055515872 ,0.0012230797 ,0.0165631627 
-0.0019869359 ,0.0046248846 ,-0.0081235927 ,-0.0008674075 ,0.0035336573 ,0.0011124038 ,-0.0008909391 ,0.0033760296 ,-0.0150495476 ,-0.0018920062 ,-0.0056629960 ,-0.0031187978 ,-0.0033359729 ,-0.0011442728 ,-0.0011856534 ,0.0026356279 ,-0.0032788800 ,-0.0015802624 ,0.0016956990 ,0.0178797547 ,-0.0084573051 ,-0.0022033382 ,-0.0042872784 ,-0.0017544498 ,-0.0003575912 ,0.0037137182 ,0.0008058219 ,-0.0035785857 ,-0.0076960419 ,-0.0117499605 
0.0017065273 ,-0.0076726218 ,0.0015925321 ,-0.0069451979 ,-0.0026408449 ,-0.0158347906 ,0.0021401641 ,-0.0094211982 ,-0.0128278444 ,-0.0056868997 ,-0.0003451533 ,0.0065414960 ,0.0025502071 ,-0.0005728377 ,0.0047483619 ,0.0011598037 ,-0.0056394028 ,0.0001582621 ,0.0018466450 ,-0.0076295421 ,0.0052941176 ,-0.0008833168 ,0.0019872899 ,-0.0024242061 ,0.0002683274 ,-0.0026909406 ,-0.0108695853 ,0.0007183307 ,0.0002461775 ,0.0149016324 
0.0207268448 ,0.0134020751 ,0.0071549969 ,0.0157359302 ,0.0008825536 ,0.0083740968 ,0.0059619685 ,0.0061141302 ,0.0170747120 ,0.0022468987 ,0.0042584507 ,0.0059338515 ,-0.0011128696 ,0.0155891796 ,0.0025992439 ,-0.0003089659 ,0.0029407762 ,0.0023738092 ,0.0029186330 ,0.0123368318 ,-0.0005851375 ,0.0029837994 ,0.0065283942 ,0.0045565004 ,0.0081373154 ,0.0019112536 ,0.0032560033 ,0.0094745329 ,0.0072614892 ,0.0153077639 
0.0022252573 ,-0.0049592956 ,0.0015223500 ,-0.0009682195 ,-0.0082303939 ,0.0083978914 ,-0.0045997699 ,0.0020256245 ,-0.0038372868 ,-0.0010869837 ,-0.0032662484 ,-0.0008426405 ,-0.0058889541 ,-0.0037246163 ,-0.0002357294 ,-0.0047122519 ,-0.0016231844 ,0.0047363278 ,0.0027569306 ,0.0010597139 ,0.0049766393 ,-0.0017629352 ,-0.0104269620 ,-0.0115512787 ,-0.0060315772 ,0.0006732159 ,-0.0034482354 ,0.0059726678 ,0.0021994258 ,-0.0089231077 
-0.0013183597 ,0.0122683578 ,0.0019703372 ,0.0038768037 ,0.0000000000 ,-0.0026834552 ,0.0057762464 ,0.0064016509 ,0.0121252092 ,-0.0006120512 ,-0.0004599345 ,0.0050604442 ,-0.0020812841 ,0.0086099697 ,0.0042432817 ,0.0037256366 ,0.0031466647 ,-0.0029855123 ,0.0036657705 ,-0.0112914432 ,0.0005824643 ,-0.0044150222 ,0.0041483448 ,0.0094836208 ,0.0034802696 ,-0.0019062346 ,-0.0014247913 ,0.0120158047 ,0.0204828098 ,-0.0037255201 
-0.0018758356 ,-0.0012624416 ,-0.0062928139 ,-0.0049345526 ,0.0017782157 ,-0.0038040082 ,0.0018554427 ,-0.0023435553 ,-0.0064873281 ,-0.0008165703 ,0.0016104797 ,0.0089510490 ,-0.0008824081 ,-0.0133663149 ,-0.0037558452 ,0.0022424527 ,0.0002614126 ,0.0014184397 ,0.0022827880 ,-0.0055317808 ,-0.0040756625 ,-0.0038802551 ,-0.0040485665 ,-0.0059398144 ,-0.0021342642 ,-0.0015728457 ,-0.0063188136 ,0.0068446156 ,-0.0201910999 ,-0.0099719383 
0.0002783865 ,-0.0065731891 ,-0.0011874194 ,-0.0052825031 ,-0.0065087872 ,0.0040048430 ,-0.0016756504 ,0.0026845638 ,-0.0033083493 ,-0.0014302731 ,0.0020673079 ,0.0024951483 ,0.0011240385 ,-0.0036429760 ,-0.0007068568 ,0.0000000000 ,-0.0031882140 ,-0.0011016682 ,-0.0047069237 ,-0.0030504037 ,0.0008770243 ,-0.0018920201 ,-0.0013273934 ,0.0096335653 ,-0.0024953124 ,0.0055136490 ,0.0088205128 ,-0.0034683684 ,0.0007315937 ,-0.0075542964 
0.0074461171 ,-0.0041989314 ,0.0116048858 ,0.0201582319 ,-0.0050625965 ,0.0079777456 ,-0.0014133923 ,0.0046854419 ,0.0013102201 ,-0.0019096918 ,0.0001146361 ,0.0033185564 ,-0.0000802149 ,-0.0023994402 ,0.0063664230 ,-0.0024690070 ,-0.0027789377 ,0.0031510477 ,0.0027459953 ,-0.0093592511 ,0.0029205022 ,0.0025647190 ,0.0019106497 ,-0.0037441573 ,0.0094701867 ,-0.0064906221 ,0.0026433713 ,0.0025059167 ,0.0036554527 ,0.0022201078 
-0.0051806312 ,-0.0063889597 ,-0.0090654450 ,0.0011686073 ,-0.0122717749 ,-0.0001841064 ,-0.0003538659 ,-0.0016655896 ,-0.0069789367 ,0.0020500411 ,-0.0093971978 ,-0.0016537487 ,0.0009624880 ,-0.0128278093 ,-0.0025773196 ,0.0086627818 ,0.0002629108 ,-0.0015705670 ,-0.0025864140 ,-0.0010901344 ,-0.0043681130 ,0.0006673006 ,0.0024873808 ,0.0024246469 ,-0.0043366493 ,0.0028159496 ,-0.0058811802 ,-0.0049993055 ,0.0019424061 ,0.0050632752 
-0.0024996528 ,0.0020575617 ,0.0016376383 ,0.0167657262 ,0.0024243030 ,0.0059830818 ,0.0004425044 ,-0.0013346347 ,0.0043046428 ,0.0040916940 ,-0.0024873206 ,-0.0052457757 ,0.0020032051 ,0.0033646710 ,0.0023490251 ,-0.0019937888 ,-0.0018398128 ,-0.0051910964 ,0.0025931209 ,0.0029101310 ,-0.0023398070 ,-0.0063354340 ,-0.0030601521 ,-0.0001814053 ,-0.0007999644 ,0.0006738964 ,-0.0120359037 ,-0.0030705093 ,0.0058161033 ,0.0014168923 
-0.0022275372 ,-0.0019250642 ,0.0083442016 ,-0.0031309017 ,-0.0036276600 ,-0.0039344862 ,-0.0041574612 ,0.0020046776 ,-0.0033239766 ,-0.0007470796 ,-0.0017976109 ,0.0000000000 ,-0.0010396241 ,-0.0034690447 ,-0.0014060699 ,-0.0014597542 ,0.0005266523 ,-0.0017394212 ,-0.0007607333 ,-0.0005440334 ,-0.0002932571 ,-0.0019015548 ,-0.0032354322 ,0.0041127859 ,0.0051596297 ,-0.0039285892 ,0.0047491224 ,0.0205796164 ,-0.0030116853 ,-0.0066027668 
-0.0011859774 ,-0.0036003473 ,-0.0072127926 ,0.0169598205 ,0.0015169600 ,0.0052360738 ,-0.0013324036 ,0.0006668890 ,0.0044321308 ,0.0073404606 ,-0.0054606832 ,-0.0063835694 ,-0.0046429876 ,-0.0034811209 ,0.0018774466 ,0.0001538089 ,-0.0014737512 ,-0.0091874226 ,-0.0022838155 ,-0.0038105425 ,-0.0017594429 ,0.0029137621 ,0.0079900040 ,-0.0032526683 ,-0.0009735463 ,0.0013522989 ,-0.0024660707 ,0.0021947325 ,0.0044706983 ,0.0012660390 
-0.0107563946 ,-0.0029680734 ,0.0056882688 ,-0.0004117871 ,-0.0027264467 ,-0.0042035913 ,0.0056924308 ,0.0009997001 ,-0.0050242213 ,-0.0000675393 ,-0.0036214662 ,-0.0016758939 ,-0.0009650555 ,-0.0017465534 ,-0.0007027173 ,0.0093860674 ,0.0018976332 ,0.0004796643 ,-0.0007629483 ,0.0003642259 ,-0.0032315216 ,0.0034641301 ,0.0006605648 ,0.0021150955 ,0.0023033488 ,-0.0001125703 ,0.0032962504 ,0.0050643582 ,-0.0034885241 ,-0.0123280860 
0.0012002965 ,-0.0075071445 ,-0.0141121347 ,-0.0230689706 ,-0.0091129714 ,0.0000000000 ,-0.0002653135 ,-0.0089880490 ,-0.0087380564 ,-0.0112011068 ,0.0004689999 ,-0.0030778118 ,0.0094992835 ,-0.0038493058 ,0.0065635021 ,0.0004573018 ,-0.0019467038 ,0.0075103385 ,-0.0038179595 ,0.0118354338 ,-0.0002947834 ,0.0056792314 ,0.0022278818 ,-0.0016281975 ,-0.0079547552 ,-0.0019133146 ,0.0045173921 ,0.0001362114 ,0.0015693506 ,-0.0091215232 
-0.0052891395 ,-0.0114762259 ,-0.0024425333 ,-0.0185536895 ,-0.0061312387 ,-0.0263375514 ,0.0014153928 ,-0.0070541149 ,-0.0107640886 ,-0.0042990926 ,-0.0066213815 ,-0.0106651976 ,-0.0032695693 ,-0.0117096016 ,-0.0034931999 ,-0.0038092337 ,-0.0055350713 ,-0.0069785568 ,-0.0042925952 ,-0.0041389239 ,-0.0011791569 ,-0.0031004208 ,-0.0076568418 ,-0.0036240095 ,-0.0013364398 ,0.0021425688 ,-0.0061324410 ,-0.0039488016 ,-0.0154272506 ,-0.0138888409 
0.0055299467 ,0.0114775061 ,0.0193600336 ,0.0111707951 ,0.0058606728 ,0.0006597550 ,0.0051236927 ,0.0027063600 ,0.0131649109 ,0.0095949144 ,0.0092609391 ,0.0065248227 ,0.0058404913 ,0.0172985659 ,0.0065435614 ,0.0045121675 ,0.0090644424 ,0.0030346270 ,0.0081602159 ,0.0162631370 ,0.0035418830 ,0.0039986672 ,0.0115323904 ,0.0134577225 ,0.0105272642 ,0.0105771910 ,0.0039078981 ,0.0046479288 ,-0.0013465540 ,0.0109727971 
-0.0044419727 ,-0.0114777230 ,-0.0065355713 ,0.0026556193 ,0.0018398344 ,-0.0046152210 ,0.0036034716 ,0.0067476723 ,-0.0471581333 ,0.0030547621 ,-0.0061367794 ,0.0081736189 ,-0.0310213249 ,-0.0081527719 ,0.0095193870 ,0.0072325615 ,-0.0007354486 ,-0.0084394747 ,-0.0013745265 ,-0.0023115397 ,-0.0047058824 ,0.0045359443 ,-0.0095964404 ,0.0084340415 ,0.0025602632 ,-0.0008907137 ,0.0083999179 ,0.0054429312 ,-0.0064966779 ,-0.0040498947 
-0.0036827480 ,-0.0031666182 ,0.0030924261 ,-0.0097467741 ,-0.0006120600 ,-0.0137206378 ,-0.0040283649 ,0.0053619303 ,-0.0069576512 ,-0.0036545345 ,-0.0491620162 ,0.0039138943 ,-0.0036939501 ,-0.0082198798 ,-0.0057497700 ,0.0025698866 ,-0.0020502523 ,0.0059418500 ,-0.0053524699 ,-0.0044555337 ,-0.0067966608 ,-0.0132159137 ,-0.0028985342 ,0.0039148468 ,-0.0056357873 ,0.0002228575 ,-0.0056887849 ,0.0024360672 ,-0.0069093767 ,0.0011385654 
0.0125107271 ,0.0591660334 ,0.0050448937 ,0.0127313896 ,0.0055130165 ,0.0062361506 ,0.0093203022 ,0.0090000000 ,0.0185436128 ,0.0101888330 ,0.0037726575 ,0.0075187970 ,0.0041196341 ,0.0129055649 ,-0.0032384918 ,0.0047497362 ,0.0070062792 ,-0.0014367816 ,0.0070725552 ,0.0096670424 ,0.0038679261 ,-0.0030133483 ,-0.0126246260 ,0.0135302393 ,0.0090329793 ,0.0155989081 ,-0.0108295670 ,0.0098555826 ,0.0064604797 ,0.0063363120 
-0.0011934709 ,-0.0053736693 ,0.0060234355 ,-0.0035918443 ,-0.0003046604 ,0.0000953661 ,-0.0030490373 ,-0.0237859597 ,-0.0055030588 ,0.0086067711 ,-0.0118299320 ,0.0038695412 ,-0.0009026093 ,-0.0120398126 ,-0.0004641448 ,0.0010504990 ,0.0017785938 ,-0.0105515589 ,0.0137404885 ,-0.0097518436 ,-0.0029639299 ,-0.0079480464 ,0.0018506141 ,-0.0022151627 ,0.0092153412 ,0.0000000000 ,-0.0239619913 ,0.0018716443 ,-0.0039501295 ,0.0035518405 
0.0096295421 ,0.0108053907 ,0.0093136321 ,0.0263994699 ,0.0140158135 ,0.0099151588 ,-0.0064663141 ,0.0000000000 ,0.0293276767 ,0.0125999933 ,0.0023069896 ,0.0118392070 ,0.0092805271 ,0.0352579639 ,0.0048757604 ,0.0061464056 ,0.0142558538 ,0.0040394249 ,0.0170180266 ,-0.0068038857 ,0.0029727409 ,0.0104942447 ,0.0123425863 ,0.0068356974 ,0.0115662407 ,0.0076796049 ,-0.0042328254 ,-0.0021350813 ,0.0052050934 ,0.0106177606 
0.0061960457 ,0.0022374146 ,0.0079643909 ,0.0786075835 ,0.0042067008 ,0.0075521854 ,0.0130167374 ,-0.0033840272 ,0.0152764268 ,0.0075054316 ,-0.0022395086 ,0.0032652789 ,0.0043941818 ,0.0086857371 ,-0.0039278652 ,0.0556507578 ,0.0046337281 ,0.0025748311 ,0.0057751963 ,-0.0003605552 ,0.0005926496 ,0.0050250920 ,0.0062204528 ,0.0099227702 ,0.0047283614 ,0.0028307350 ,-0.0074388524 ,0.0036106446 ,0.0076439649 ,0.0316777778 
-0.0058811735 ,-0.0013642565 ,-0.0098086646 ,0.0022984678 ,-0.0005983244 ,-0.0060901432 ,0.0034728425 ,-0.0064516466 ,-0.0018974010 ,0.0077762661 ,-0.0020574911 ,0.0016273665 ,0.0006481569 ,0.0019261046 ,0.0030155648 ,-0.0060691674 ,-0.0006662481 ,0.0064205780 ,-0.0013250295 ,-0.0052299548 ,0.0026658769 ,-0.0251111333 ,0.0056874547 ,0.0019536429 ,0.0113801144 ,-0.0031484203 ,0.0141327620 ,0.0050632510 ,-0.0040376971 ,-0.0074062030 
0.0007655902 ,-0.0023596002 ,0.0083099111 ,-0.0189184399 ,0.0104789814 ,-0.0057503864 ,0.0022494722 ,-0.0061517430 ,-0.0017241335 ,0.0123200233 ,0.0016244471 ,0.0135391281 ,0.0018621650 ,-0.0092728599 ,-0.0053192412 ,0.0002130006 ,0.0056923128 ,-0.0019138596 ,0.0064867313 ,0.0056200326 ,0.0002955096 ,-0.0005698199 ,0.0012294238 ,0.0014336506 ,0.0049069544 ,-0.0023960139 ,-0.0145693198 ,0.0001325998 ,-0.0017199017 ,-0.0177211715 
-0.0009736352 ,-0.0134445658 ,0.0087872557 ,-0.0040903584 ,0.0094814815 ,0.0116620460 ,-0.0020718060 ,-0.0030949106 ,-0.0089012666 ,-0.0001280361 ,-0.0001872131 ,-0.0341971146 ,-0.0021819703 ,-0.0069626868 ,0.0032551501 ,-0.0066728333 ,-0.0014277650 ,-0.0039948864 ,0.0027830967 ,-0.0010816838 ,0.0017719137 ,-0.0041053711 ,-0.0040929927 ,0.0014315982 ,0.0017679660 ,-0.0041484390 ,-0.0162845089 ,-0.0034464739 ,0.0047994092 ,-0.0061718627 
0.0203968543 ,-0.0002523281 ,-0.0132013362 ,-0.0025425581 ,-0.0029351042 ,-0.0073102064 ,-0.0075259084 ,-0.0017246982 ,0.0046917023 ,-0.0121076164 ,-0.0090460856 ,0.0044259749 ,-0.0010529278 ,0.0006896322 ,0.0016222247 ,0.0087186526 ,-0.0052086197 ,0.0008021659 ,0.0138767896 ,-0.0075798231 ,-0.0041273293 ,-0.0027482651 ,-0.0039454544 ,-0.0016583314 ,-0.0005882847 ,0.0004385113 ,-0.0006534306 ,0.0006651104 ,0.0050213838 ,-0.0044585829 
0.0063446104 ,0.0039126340 ,0.0057569110 ,-0.0048039020 ,0.0079482188 ,-0.0052869808 ,-0.0031378017 ,0.0017276779 ,0.0012007516 ,0.0047985861 ,0.0016369303 ,0.0181768103 ,0.0029187694 ,-0.0064323227 ,0.0039333178 ,0.0005667871 ,0.0088291208 ,0.0051298492 ,-0.0015848004 ,0.0014547735 ,-0.0050325046 ,-0.0099896089 ,-0.0067667849 ,-0.0025774501 ,0.0033636227 ,0.0140258489 ,0.0006538579 ,0.0038547652 ,-0.0001218011 ,0.0000000000 
-0.0030506204 ,-0.0089263137 ,-0.0002725850 ,0.0002955275 ,0.0002919976 ,0.0129081244 ,-0.0240447664 ,0.0082787168 ,0.0052860831 ,0.0003227041 ,-0.0029541231 ,0.0002704625 ,-0.0029910672 ,0.0057803468 ,-0.0016132519 ,0.0098420947 ,0.0055971404 ,0.0148325356 ,-0.0031746175 ,-0.0098057200 ,-0.0041654268 ,0.0024356182 ,0.0037387587 ,-0.0091880442 ,0.0082132333 ,-0.0010806030 ,0.0052276628 ,0.0031780324 ,0.0079219254 ,-0.0129558701 
-0.0036039644 ,-0.0063427627 ,-0.0017448716 ,-0.0211739411 ,-0.0020437956 ,-0.0178973293 ,-0.0040315803 ,-0.0010263086 ,0.0012372321 ,-0.0009032194 ,0.0026476580 ,-0.0035154678 ,0.0050271223 ,0.0011494023 ,0.0078485688 ,0.0058196749 ,0.0095126750 ,-0.0039289643 ,-0.0039085697 ,-0.0011002751 ,-0.0005975500 ,0.0002313664 ,0.0000000000 ,0.0085777852 ,0.0058187613 ,0.0019472198 ,-0.0058505090 ,0.0076556756 ,-0.0128173886 ,-0.0046994167 
0.0165836895 ,-0.0001276905 ,0.0105969734 ,0.0025153436 ,0.0061439146 ,0.0093502816 ,0.0073760908 ,0.0006848630 ,0.0012357077 ,0.0056179452 ,-0.0251493236 ,-0.0008140570 ,-0.0035497782 ,-0.0011480827 ,0.0006871049 ,0.0035553155 ,-0.0005513558 ,0.0093089301 ,0.0027612557 ,-0.0095465392 ,0.0008968311 ,0.0005784037 ,0.0040559971 ,0.0005745949 ,0.0028925455 ,-0.0057223816 ,0.0176547075 ,0.0020959393 ,0.0046545566 ,0.0271898739 
0.0271884251 ,-0.0020428498 ,0.0054592132 ,-0.0027097150 ,-0.0029077640 ,0.0084128839 ,-0.0050897402 ,-0.0051334362 ,-0.0081103541 ,0.0074488090 ,-0.0130280810 ,-0.0076045356 ,-0.0021051089 ,0.0011494023 ,0.0045777067 ,0.0019449707 ,-0.0037612840 ,0.0006253087 ,-0.0008695362 ,0.0064874512 ,-0.0008960275 ,0.0005780694 ,-0.0023907749 ,0.0018378533 ,-0.0022249362 ,-0.0018459986 ,-0.0012850289 ,-0.0049672810 ,0.0106071938 ,-0.0114122840 
0.0064048757 ,0.0035823693 ,0.0047844317 ,-0.0008050921 ,-0.0113735488 ,-0.0149981065 ,0.0058338001 ,-0.0048159615 ,-0.0056437098 ,0.0050353369 ,-0.0060118801 ,-0.0046524903 ,-0.0003245517 ,-0.0040183468 ,-0.0086580316 ,0.0008319190 ,-0.0034733804 ,-0.0112482577 ,0.0014505222 ,0.0108655619 ,-0.0020926756 ,-0.0017331137 ,-0.0087596478 ,-0.0068791389 ,0.0031383960 ,0.0008703438 ,-0.0045036027 ,0.0078822645 ,-0.0069972374 ,-0.0086579607 
-0.0047406324 ,0.0026772054 ,-0.0199561870 ,0.0107765131 ,-0.0047197637 ,0.0135134942 ,-0.0215043812 ,-0.0079501901 ,0.0050054077 ,0.0028539575 ,-0.0056538097 ,-0.0098982956 ,-0.0032464979 ,0.0078386167 ,0.0013790394 ,0.0011083610 ,-0.0066680539 ,0.0102701531 ,0.0039107329 ,-0.0060119877 ,-0.0104853802 ,0.0010416203 ,0.0061692790 ,0.0008658162 ,-0.0036226083 ,0.0027173913 ,-0.0008616330 ,-0.0002607404 ,-0.0048596041 ,-0.0019408539 
0.0045021664 ,-0.0092816781 ,0.0041489738 ,0.0062773714 ,-0.0032602547 ,-0.0027230141 ,-0.0007295458 ,0.0059233447 ,-0.0005336624 ,-0.0122051979 ,-0.0039669818 ,-0.0088863932 ,0.0031756291 ,-0.0030881391 ,0.0022951113 ,-0.0021450110 ,0.0005594030 ,0.0076634502 ,-0.0122637285 ,-0.0058650842 ,0.0003028156 ,-0.0036998498 ,-0.0012428619 ,-0.0004036680 ,0.0021484218 ,-0.0016260379 ,-0.0077619878 ,-0.0074315518 ,0.0085459280 ,0.0024307568 
0.0139656320 ,-0.0055184806 ,-0.0037512341 ,-0.0027725419 ,-0.0053523638 ,-0.0023538273 ,0.0010038328 ,-0.0207828535 ,-0.0086313759 ,0.0046094815 ,-0.0018586061 ,-0.0044830486 ,0.0035714449 ,-0.0027536254 ,-0.0018318755 ,0.0079744397 ,-0.0009148310 ,-0.0133478193 ,-0.0011685948 ,-0.0007374815 ,-0.0009080811 ,0.0002321458 ,0.0004147586 ,-0.0087122602 ,-0.0037103975 ,0.0068404453 ,-0.0039113429 ,-0.0055168530 ,-0.0007262801 ,0.0029097963 
-0.0025625175 ,0.0108401603 ,-0.0046930477 ,0.0169794362 ,0.0233183551 ,0.0083993866 ,-0.0051053422 ,-0.0031835868 ,0.0103221790 ,0.0026128219 ,0.0075812997 ,0.0028145793 ,0.0270947835 ,0.0048320066 ,0.0032117458 ,0.0063291001 ,0.0053924707 ,-0.0009438729 ,0.0007312519 ,-0.0079335976 ,0.0033323540 ,0.0016243183 ,-0.0028194379 ,-0.0016297014 ,0.0007448150 ,0.0053919981 ,-0.0100348822 ,0.0076608375 ,0.0030284675 ,0.0058027240 
-0.0014771741 ,-0.0025533639 ,0.0016996436 ,-0.0007811170 ,0.0020449606 ,0.0037435845 ,-0.0105378359 ,-0.0049680270 ,0.0021322451 ,0.0059110976 ,0.0143224742 ,0.0053325567 ,0.0061422081 ,0.0030914245 ,0.0027440659 ,0.0069045256 ,0.0014167839 ,0.0044088019 ,0.0143212626 ,-0.0184117724 ,-0.0157005138 ,-0.0010425576 ,-0.0026611227 ,-0.0198799278 ,0.0039695998 ,-0.0008581036 ,-0.0015425297 ,-0.0154672956 ,-0.0030193236 ,-0.0016026121 
-0.0335756157 ,-0.0225264824 ,-0.0214559281 ,-0.0214969424 ,-0.0139941403 ,-0.0237762517 ,-0.0154658729 ,-0.0224679379 ,-0.0526595952 ,-0.0137116079 ,-0.0178943267 ,-0.0217755165 ,-0.0086092121 ,-0.0381235471 ,0.0018244471 ,-0.0059745335 ,-0.0155121416 ,-0.0123844017 ,-0.0278058045 ,-0.0185676396 ,-0.0113496326 ,0.0002319573 ,0.0026682231 ,0.0044016537 ,-0.0149917625 ,-0.0149221682 ,-0.0183182737 ,0.0001331647 ,-0.0067838277 ,-0.0337078336 
0.0152412180 ,0.0001308629 ,-0.0077190122 ,0.0007989015 ,-0.0721466884 ,0.0044890259 ,0.0034804064 ,0.0025538125 ,0.0067378018 ,-0.0024985522 ,-0.0009937985 ,0.0051369862 ,0.0023683824 ,-0.0036786283 ,-0.0029592761 ,0.0040980191 ,0.0020530128 ,0.0141269683 ,0.0034083579 ,-0.0023165831 ,-0.0003102389 ,-0.0045212032 ,0.0052390603 ,0.0153381262 ,-0.0017561381 ,-0.0005449324 ,0.0125899505 ,0.0322150946 ,-0.0029271619 ,0.0063123089 
0.0034089749 ,0.0054989005 ,0.0189402543 ,0.0220514765 ,-0.0054174635 ,0.0128363509 ,0.0078739876 ,0.0207423217 ,0.0010689487 ,0.0038536032 ,0.0079585954 ,0.0051107608 ,0.0002362684 ,0.0097665556 ,0.0022831736 ,0.0077545680 ,0.0028682544 ,-0.0017217092 ,-0.0002953330 ,0.0017414861 ,0.0074487273 ,0.0043087806 ,-0.0007445070 ,0.0066491631 ,0.0149954005 ,0.0083960747 ,0.0084368781 ,0.0158627287 ,0.0022018349 ,0.0117200227 
0.0060760944 ,0.0023437499 ,0.0160987114 ,-0.0013667773 ,0.0121756172 ,-0.0037551071 ,0.0010230655 ,0.0046346169 ,0.0029249501 ,-0.0021752783 ,0.0043426965 ,0.0104519203 ,0.0020472598 ,-0.0009436424 ,0.0063780863 ,0.0002700506 ,0.0138406127 ,0.0040765444 ,0.0112275813 ,-0.0038632413 ,-0.0104744304 ,-0.0003478548 ,0.0071198029 ,0.0122255116 ,0.0041267744 ,0.0089748591 ,0.0013210481 ,-0.0027928654 ,0.0043940071 ,-0.0050579376 
